qb_id,qb_name,team,season,epa_per_play,attempts,completion_rate,sack_rate
00-0036898,D.Mills,HOU,2025,-0.074425295,169,0.5384615384615384,0.04519774011299435
00-0036900,J.Chase,CIN,2022,-1.6040139,1,0.0,0.5
00-0036900,J.Chase,CIN,2023,-2.102857,1,1.0,0.0
00-0036913,K.Toney,NYG,2021,-0.20709455,4,0.25,0.2
00-0036913,K.Toney,,2022,-0.19144979,0,,
00-0036913,K.Toney,KC,2023,-0.44609344,1,0.0,0.0
00-0036919,K.Gainwell,PHI,2023,1.2345059,1,1.0,0.0
00-0036928,K.Trask,TB,2022,-0.59250665,9,0.3333333333333333,0.0
00-0036928,K.Trask,TB,2023,-1.8803029,1,0.0,0.0
00-0036928,K.Trask,TB,2024,0.29781094,1,1.0,0.0
00-0036929,I.Book,NO,2021,-1.0302024,28,0.42857142857142855,0.2222222222222222
00-0036945,J.Fields,CHI,2021,-0.12311369,304,0.5230263157894737,0.10588235294117647
00-0036945,J.Fields,CHI,2022,-0.072214104,377,0.5092838196286472,0.12731481481481483
00-0036945,J.Fields,CHI,2023,-0.03975711,416,0.5456730769230769,0.09565217391304348
00-0036945,J.Fields,PIT,2024,0.061669175,178,0.5955056179775281,0.08247422680412371
00-0036945,J.Fields,NYJ,2025,-0.04632338,233,0.5493562231759657,0.10384615384615385
00-0036946,K.Mond,MIN,2021,-0.5858509,3,0.6666666666666666,0.0
00-0036963,A.St. Brown,DET,2023,-1.9745742,1,0.0,0.5
00-0036963,A.St. Brown,DET,2024,1.724116,1,1.0,0.0
00-0036971,T.Lawrence,JAX,2021,-0.08968863,636,0.5644654088050315,0.04790419161676647
00-0036971,T.Lawrence,JAX,2022,0.11752263,704,0.6235795454545454,0.04217687074829932
00-0036971,T.Lawrence,JAX,2023,-0.010166041,602,0.6146179401993356,0.054945054945054944
00-0036971,T.Lawrence,JAX,2024,0.009569804,305,0.5639344262295082,0.05572755417956656
00-0036971,T.Lawrence,JAX,2025,0.076810725,631,0.5689381933438986,0.06240713224368499
00-0036972,M.Jones,NE,2021,0.07141307,590,0.6372881355932203,0.0499194847020934
00-0036972,M.Jones,NE,2022,-0.0690082,478,0.602510460251046,0.06640625
00-0036972,M.Jones,NE,2023,-0.1715611,368,0.6086956521739131,0.05641025641025641
00-0036972,M.Jones,JAX,2024,-0.0069821468,279,0.6129032258064516,0.04778156996587031
00-0036972,M.Jones,SF,2025,0.124263376,308,0.6590909090909091,0.04938271604938271
00-0037012,T.Lance,SF,2021,0.17142658,75,0.5466666666666666,0.05063291139240506
00-0037012,T.Lance,SF,2022,-0.25568002,33,0.45454545454545453,0.05714285714285714
00-0037012,T.Lance,DAL,2024,-0.28614405,45,0.5555555555555556,0.08163265306122448
00-0037012,T.Lance,LAC,2025,-0.49527544,59,0.4576271186440678,0.09230769230769231
00-0037013,Z.Wilson,NYJ,2021,-0.19346371,429,0.4965034965034965,0.09302325581395349
00-0037013,Z.Wilson,NYJ,2022,-0.10381136,265,0.4981132075471698,0.0798611111111111
00-0037013,Z.Wilson,NYJ,2023,-0.24791488,413,0.5351089588377724,0.10021786492374728
00-0037013,Z.Wilson,MIA,2025,-0.57165384,11,0.5454545454545454,0.0
00-0037077,S.Howell,WAS,2022,-0.14331257,22,0.5,0.12
00-0037077,S.Howell,WAS,2023,-0.13269956,679,0.5714285714285714,0.08736559139784947
00-0037077,S.Howell,SEA,2024,-0.8568639,18,0.2777777777777778,0.18181818181818182
00-0037175,A.Brown,BAL,2022,-0.40075895,52,0.4230769230769231,0.08771929824561403
00-0037238,D.London,ATL,2023,1.8440146,1,1.0,0.0
00-0037239,C.Olave,NO,2025,-3.595132,1,0.0,0.0
00-0037240,Ja.Williams,DET,2024,-4.441427,1,0.0,0.0
00-0037276,T.Chandler,MIN,2024,-0.59849167,1,0.0,0.5
00-0037304,Co.Heyward,PIT,2023,-0.25261006,1,0.0,0.0
00-0037324,C.Oladokun,KC,2024,-0.9724708,1,0.0,0.5
00-0037324,C.Oladokun,KC,2025,-0.4655577,62,0.5645161290322581,0.11428571428571428
00-0037327,S.Thompson,MIA,2022,-0.2578773,161,0.484472049689441,0.05847953216374269
00-0037327,S.Thompson,MIA,2024,-0.44930106,39,0.5384615384615384,0.13333333333333333
00-0037500,R.Wright,MIN,2022,-0.20460665,2,0.5,0.0
00-0037740,G.Wilson,NYJ,2022,-0.4925385,1,0.0,0.0
00-0037740,G.Wilson,NYJ,2023,-0.4334826,1,0.0,0.0
00-0037742,T.Burks,WAS,2025,-0.49842423,1,0.0,0.5
00-0037816,R.Doubs,GB,2023,-0.947,1,0.0,0.0
00-0037834,B.Purdy,SF,2022,0.22745773,249,0.6224899598393574,0.056818181818181816
00-0037834,B.Purdy,SF,2023,0.292405,580,0.6448275862068965,0.05228758169934641
00-0037834,B.Purdy,SF,2024,0.18404524,482,0.6224066390041494,0.06042884990253411
00-0037834,B.Purdy,SF,2025,0.13235755,359,0.6406685236768802,0.03753351206434316
00-0038102,K.Pickett,PIT,2022,-0.0019503229,417,0.5875299760191847,0.060810810810810814
00-0038102,K.Pickett,PIT,2023,-0.11862172,347,0.579250720461095,0.062162162162162166
00-0038102,K.Pickett,PHI,2024,0.007043924,47,0.5319148936170213,0.0784313725490196
00-0038102,K.Pickett,LV,2025,-0.46883819,52,0.5384615384615384,0.13333333333333333
00-0038108,B.Zappe,NE,2022,0.0766514,98,0.6632653061224489,0.057692307692307696
00-0038108,B.Zappe,NE,2023,-0.3264121,236,0.538135593220339,0.09578544061302682
00-0038108,B.Zappe,CLE,2024,-0.5193532,32,0.5,0.030303030303030304
00-0038115,D.Bellinger,NYG,2023,-0.947,1,0.0,0.0
00-0038120,B.Hall,NYJ,2025,1.1945616,1,1.0,0.0
00-0038122,D.Ridder,ATL,2022,-0.067016296,124,0.5887096774193549,0.06766917293233082
00-0038122,D.Ridder,ATL,2023,-0.06653593,420,0.5928571428571429,0.06873614190687362
00-0038122,D.Ridder,LV,2024,-0.20709904,94,0.5531914893617021,0.09615384615384616
00-0038128,M.Willis,TEN,2022,-0.45970085,71,0.43661971830985913,0.12345679012345678
00-0038128,M.Willis,TEN,2023,-0.043370653,9,0.4444444444444444,0.3076923076923077
00-0038128,M.Willis,GB,2024,0.28835946,63,0.6349206349206349,0.11267605633802817
00-0038128,M.Willis,GB,2025,0.70740604,38,0.7894736842105263,0.07317073170731707
00-0038391,S.Clifford,GB,2023,2.143627,1,1.0,0.0
00-0038393,D.Wicks,GB,2023,0.8892823,1,1.0,0.0
00-0038400,T.McKee,PHI,2024,0.31229177,47,0.6382978723404256,0.04081632653061224
00-0038400,T.McKee,PHI,2025,-0.032104123,46,0.5217391304347826,0.061224489795918366
00-0038416,T.Bagent,CHI,2023,-0.13923536,149,0.6308724832214765,0.032467532467532464
00-0038416,T.Bagent,CHI,2024,0.15943375,2,1.0,0.0
00-0038416,T.Bagent,CHI,2025,0.52377975,4,0.75,0.0
00-0038476,T.DeVito,NYG,2023,-0.2204371,215,0.5302325581395348,0.14682539682539683
00-0038476,T.DeVito,NYG,2024,-0.113065355,50,0.62,0.10714285714285714
00-0038543,J.Smith-Njigba,SEA,2024,2.2436094,1,1.0,0.0
00-0038550,H.Hooker,DET,2024,-0.22696577,10,0.6,0.09090909090909091
00-0038579,A.O'Connell,LV,2023,-0.06031916,367,0.5803814713896458,0.061381074168797956
00-0038579,A.O'Connell,LV,2024,0.019702462,254,0.6062992125984252,0.03787878787878788
00-0038579,A.O'Connell,LV,2025,-0.2377884,23,0.43478260869565216,0.041666666666666664
00-0038582,C.Tune,ARI,2023,-1.0403914,28,0.42857142857142855,0.2
00-0038582,C.Tune,ARI,2024,-0.5640093,2,1.0,0.0
00-0038582,C.Tune,GB,2025,-0.85610926,20,0.35,0.2
00-0038583,D.Thompson-Robinson,CLE,2023,-0.32199585,117,0.5128205128205128,0.04878048780487805
00-0038583,D.Thompson-Robinson,CLE,2024,-0.518754,126,0.48412698412698413,0.05970149253731343
00-0038598,J.Hall,MIN,2023,-0.5422986,24,0.5416666666666666,0.14285714285714285
00-0038618,X.Hutchinson,,2025,0.9142109,0,,
00-0038911,M.Cunningham,NE,2023,-1.2853723,1,0.0,0.5
00-0038977,N.Dell,HOU,2023,-0.7774167,1,0.0,0.5
00-0038998,J.Haener,NO,2024,-0.3300954,45,0.4,0.11764705882352941
00-0039040,D.Achane,MIA,2023,-1.4337288,1,0.0,0.5
00-0039054,M.Mapu,NE,2025,-2.4826915,1,0.0,0.5
00-0039150,B.Young,CAR,2023,-0.22815792,589,0.534804753820034,0.09523809523809523
00-0039150,B.Young,CAR,2024,-0.027281808,414,0.5652173913043478,0.0654627539503386
00-0039150,B.Young,CAR,2025,-0.016590856,548,0.593065693430657,0.05025996533795494
00-0039152,W.Levis,TEN,2023,-0.019043362,282,0.5283687943262412,0.09032258064516129
00-0039152,W.Levis,TEN,2024,-0.16353877,344,0.5523255813953488,0.10649350649350649
00-0039163,C.Stroud,HOU,2023,0.113349095,588,0.6020408163265306,0.06070287539936102
00-0039163,C.Stroud,HOU,2024,-0.0043556774,655,0.5755725190839694,0.08774373259052924
00-0039163,C.Stroud,HOU,2025,0.054855354,531,0.591337099811676,0.05178571428571429
00-0039164,A.Richardson,IND,2023,0.06367958,93,0.5376344086021505,0.07
00-0039164,A.Richardson,IND,2024,-0.11729841,277,0.4548736462093863,0.048109965635738834
00-0039164,A.Richardson,IND,2025,-0.60581,2,0.5,0.0
00-0039337,M.Nabers,NYG,2024,-0.96373236,1,0.0,0.0
00-0039376,S.Rattler,NO,2024,-0.27986437,250,0.52,0.08088235294117647
00-0039376,S.Rattler,NO,2025,-0.09729999,272,0.6397058823529411,0.06206896551724138
00-0039398,J.Milton,NE,2024,0.4305035,29,0.7586206896551724,0.0
00-0039398,J.Milton,DAL,2025,-0.16984653,24,0.625,0.0
00-0039451,I.Williams,NYJ,2025,-0.81877136,1,0.0,0.0
00-0039491,J.Coker,CAR,2024,1.3107094,1,1.0,0.0
00-0039577,K.Slovis,ARI,2025,-1.0733157,2,0.5,0.0
00-0039634,A.McNamara,NYJ,2025,2.8565037,1,1.0,0.0
00-0039732,B.Nix,DEN,2024,0.0490017,615,0.6325203252032521,0.0405616224648986
00-0039732,B.Nix,DEN,2025,0.11634464,684,0.6052631578947368,0.031161473087818695
00-0039851,D.Maye,NE,2024,0.0056967842,374,0.6016042780748663,0.08333333333333333
00-0039851,D.Maye,NE,2025,0.21690667,681,0.6226138032305433,0.09078771695594126
00-0039890,A.Mitchell,IND,2024,2.445659,1,1.0,0.0
00-0039910,J.Daniels,WAS,2024,0.18042217,648,0.6265432098765432,0.07296137339055794
00-0039910,J.Daniels,WAS,2025,0.019250583,204,0.5588235294117647,0.08108108108108109
00-0039916,R.Pearsall,SF,2024,-0.5309751,1,0.0,0.0
00-0039917,M.Penix,ATL,2024,0.1363729,109,0.5596330275229358,0.035398230088495575
00-0039917,M.Penix,ATL,2025,0.03453751,290,0.5724137931034483,0.0429042904290429
00-0039918,C.Williams,CHI,2024,-0.049443677,636,0.5518867924528302,0.09659090909090909
00-0039918,C.Williams,CHI,2025,0.11608969,686,0.5495626822157434,0.035161744022503515
00-0039923,J.McCarthy,MIN,2025,-0.15108532,273,0.5128205128205128,0.09
00-0040128,T.Warren,IND,2025,-0.46532738,1,0.0,0.0
00-0040206,R.Leonard,IND,2025,-0.13517869,70,0.5571428571428572,0.027777777777777776
00-0040234,Q.Ewers,MIA,2025,-0.04160483,91,0.6043956043956044,0.08080808080808081
00-0040259,G.Larvadain,,2025,-0.8114259,0,,
00-0040398,B.Cook,NYJ,2025,-0.3876635,173,0.5086705202312138,0.09895833333333333
00-0040494,M.Brosmer,MIN,2025,-0.65216494,85,0.5529411764705883,0.1414141414141414
00-0040563,E.Chism,NE,2025,-1.6435506,1,0.0,0.0
00-0040668,S.Sanders,CLE,2025,-0.23883648,235,0.5106382978723404,0.08914728682170543
00-0040676,C.Ward,TEN,2025,-0.16715382,592,0.5456081081081081,0.08500772797527048
00-0040691,J.Dart,NYG,2025,0.049820144,375,0.576,0.08536585365853659
00-0040704,D.Gabriel,CLE,2025,-0.19060795,204,0.5392156862745098,0.08520179372197309
00-0040730,R.Harvey,DEN,2025,-0.45860767,1,0.0,0.0
00-0040743,T.Shough,NO,2025,-0.004860278,356,0.6207865168539326,0.08010335917312661
00-0040784,Q.Judkins,CLE,2025,-0.947,1,0.0,0.0
